harder | negative: 0.000030
overlook | negative: 0.000015
mojito | truthful: 0.000017
photos | positive: 0.000108
le | deceptive: 0.000091
budapest | truthful: 0.000035
industry | negative: 0.000045
laundry | negative: 0.000060
scratching | deceptive: 0.000018
nytimes | truthful: 0.000035
swindled | deceptive: 0.000018
expected | negative: 0.000724
vibe | truthful: 0.000035
gate | truthful: 0.000035
traveling | negative: 0.000226
utterly | negative: 0.000015
32floor | positive: 0.000022
financially | positive: 0.000022
exemplary | deceptive: 0.000073
featuring | positive: 0.000022
luxuriously | deceptive: 0.000054
lounges | positive: 0.000022
buck | positive: 0.000065
thatlooked | truthful: 0.000035
tabletop | deceptive: 0.000018
decorating | deceptive: 0.000036
probably | truthful: 0.000227
stall | truthful: 0.000052
dusty | deceptive: 0.000036
though | truthful: 0.000958
8am | positive: 0.000022
gourmand | positive: 0.000043
modified | positive: 0.000022
low | negative: 0.000226
appropriate | deceptive: 0.000018
expediacom | negative: 0.000030
flippantly | deceptive: 0.000036
film | negative: 0.000030
associate | positive: 0.000043
immediate | positive: 0.000065
jobs | truthful: 0.000035
perfectly | truthful: 0.000052
limes | negative: 0.000015
partner | deceptive: 0.000018
rudeness | positive: 0.000022
awoke | positive: 0.000065
adored | positive: 0.000043
sunglasses | deceptive: 0.000036
whichworked | negative: 0.000045
pastry | truthful: 0.000017
drawbacks | positive: 0.000022
15th | truthful: 0.000035
ac | truthful: 0.000087
performing | positive: 0.000043
dc | deceptive: 0.000018
ottoman | negative: 0.000030
pricy | deceptive: 0.000036
watertower | positive: 0.000043
end | deceptive: 0.000399
gps | positive: 0.000022
appetizers | truthful: 0.000105
decide | positive: 0.000087
prewrapped | negative: 0.000030
placeshaha | positive: 0.000043
hurrying | deceptive: 0.000018
pleasant | negative: 0.000317
overbooked | deceptive: 0.000036
masculine | truthful: 0.000035
el | deceptive: 0.000018
imposition | positive: 0.000022
sees | positive: 0.000022
thingsthis | negative: 0.000015
pedestrians | positive: 0.000022
bargain | truthful: 0.000087
dumb | negative: 0.000030
onebut | negative: 0.000030
tv | negative: 0.000437
redo | positive: 0.000022
pools | negative: 0.000015
rain | deceptive: 0.000018
employee | deceptive: 0.000145
nightstand | negative: 0.000030
tubshower | deceptive: 0.000018
basis | truthful: 0.000035
levy | negative: 0.000030
above | truthful: 0.000366
houlihans | negative: 0.000015
answers | negative: 0.000060
sofa | positive: 0.000065
petfriendly | deceptive: 0.000054
frighteningly | truthful: 0.000017
500 | positive: 0.000087
disgusting | positive: 0.000022
apparent | positive: 0.000022
lined | deceptive: 0.000054
skit | negative: 0.000030
hour | positive: 0.000389
miss | positive: 0.000087
3 | negative: 0.000754
gap | deceptive: 0.000036
noisy | negative: 0.000271
square | truthful: 0.000017
spa | truthful: 0.000139
5000 | truthful: 0.000035
importantly | truthful: 0.000087
pricier | negative: 0.000030
homegame | truthful: 0.000035
hardrock | truthful: 0.000035
hence | deceptive: 0.000036
loyal | positive: 0.000022
seats | negative: 0.000015
pops | negative: 0.000030
alters | negative: 0.000030
refill | negative: 0.000030
anyones | positive: 0.000022
need | truthful: 0.000697
responding | truthful: 0.000017
idea | truthful: 0.000122
exact | deceptive: 0.000036
twelveth | truthful: 0.000017
45night | truthful: 0.000035
fluffy | negative: 0.000030
lingered | negative: 0.000030
decorations | deceptive: 0.000036
prized | positive: 0.000043
10day | truthful: 0.000035
decent | truthful: 0.000244
turning | positive: 0.000065
minor | positive: 0.000173
markets | positive: 0.000022
upset | positive: 0.000022
accept | negative: 0.000045
airy | deceptive: 0.000036
midseptember | positive: 0.000022
timee | truthful: 0.000017
set | negative: 0.000377
33rd | positive: 0.000043
february | truthful: 0.000052
layed | positive: 0.000022
spree | positive: 0.000043
happiness | deceptive: 0.000073
plain | deceptive: 0.000091
chat | negative: 0.000045
anywhere | positive: 0.000173
catalogue | truthful: 0.000017
accommodation | negative: 0.000015
luxurious | deceptive: 0.000871
merely | deceptive: 0.000036
behold | positive: 0.000043
yourself | positive: 0.000043
northwestern | truthful: 0.000052
clearly | deceptive: 0.000109
high | truthful: 0.000610
stifling | positive: 0.000022
side | negative: 0.000317
grossed | deceptive: 0.000036
fluorescent | negative: 0.000030
restaurantlounge | truthful: 0.000017
viable | positive: 0.000022
secured | positive: 0.000022
dosent | deceptive: 0.000018
desk | deceptive: 0.002539
bathroomover | truthful: 0.000017
fraternity | positive: 0.000022
business | truthful: 0.001220
suburbs | negative: 0.000030
martens | deceptive: 0.000036
city | negative: 0.000845
plagued | truthful: 0.000017
hr | deceptive: 0.000018
cleaner | truthful: 0.000017
decadent | truthful: 0.000017
weekend | negative: 0.000905
variety | negative: 0.000075
tired | deceptive: 0.000472
explicitly | positive: 0.000022
indeed | negative: 0.000075
chi | truthful: 0.000070
pampered | deceptive: 0.000109
separated | deceptive: 0.000054
couple | truthful: 0.000488
passing | negative: 0.000045
ferrari | deceptive: 0.000018
backup | truthful: 0.000017
spoon | negative: 0.000151
mumbles | positive: 0.000022
catches | truthful: 0.000017
pot | positive: 0.000022
confirmation | negative: 0.000271
form | positive: 0.000022
cot | truthful: 0.000017
filter | deceptive: 0.000073
servicesince | positive: 0.000022
events | negative: 0.000015
tip | positive: 0.000087
delegate | negative: 0.000030
email | deceptive: 0.000036
escape | truthful: 0.000017
eaten | negative: 0.000045
beforelooking | positive: 0.000043
questions | deceptive: 0.000181
softest | negative: 0.000015
sanjay | positive: 0.000022
seconds | deceptive: 0.000036
interfered | negative: 0.000030
targetthey | negative: 0.000030
gaudy | truthful: 0.000017
bigger | negative: 0.000045
communicate | deceptive: 0.000018
blazing | deceptive: 0.000018
bummed | positive: 0.000022
magnet | negative: 0.000030
situatated | negative: 0.000015
expedia | deceptive: 0.000018
attempting | positive: 0.000043
helped | positive: 0.000325
patience | negative: 0.000075
supervisor | negative: 0.000060
operating | positive: 0.000043
leisure | truthful: 0.000139
dusted | positive: 0.000022
parked | positive: 0.000065
lids | deceptive: 0.000018
atleast | positive: 0.000022
hotelsbut | truthful: 0.000035
considering | truthful: 0.000122
admit | truthful: 0.000035
anyway | positive: 0.000130
floorsespecially | truthful: 0.000035
ranges | negative: 0.000030
alright | truthful: 0.000052
cups | truthful: 0.000035
clinical | deceptive: 0.000073
beach | truthful: 0.000035
screw | truthful: 0.000052
equal | positive: 0.000043
message | positive: 0.000022
straighten | negative: 0.000030
nov | deceptive: 0.000018
services | deceptive: 0.000435
nina | positive: 0.000022
army | negative: 0.000030
pillows | deceptive: 0.000417
threw | negative: 0.000030
nonsmoking | deceptive: 0.000200
exit | positive: 0.000022
sleeping | negative: 0.000166
collection | deceptive: 0.000054
roomkeeping | deceptive: 0.000036
elsewhere | positive: 0.000087
oppertunity | negative: 0.000015
okayuntil | negative: 0.000030
advance | deceptive: 0.000127
huh | negative: 0.000030
28th | deceptive: 0.000018
procedures | negative: 0.000030
palms | truthful: 0.000035
emotionally | positive: 0.000022
3day | truthful: 0.000035
english | positive: 0.000022
city | deceptive: 0.001814
coarse | negative: 0.000030
greek | negative: 0.000015
interview | positive: 0.000043
dual | negative: 0.000030
conforter | positive: 0.000043
upto | negative: 0.000015
litlle | truthful: 0.000035
magnificient | truthful: 0.000105
christy | negative: 0.000015
personality | deceptive: 0.000054
memorial | truthful: 0.000070
premises | positive: 0.000065
72 | positive: 0.000022
coordinate | truthful: 0.000017
knowledgable | negative: 0.000015
whisked | negative: 0.000015
throw | negative: 0.000090
related | positive: 0.000022
eyes | truthful: 0.000035
almighty | truthful: 0.000017
downstuffed | positive: 0.000022
tab | truthful: 0.000035
wherever | negative: 0.000015
diesel | negative: 0.000030
susan | deceptive: 0.000036
reflected | negative: 0.000015
wear | truthful: 0.000105
90000 | negative: 0.000030
imbarrassment | positive: 0.000022
unlike | truthful: 0.000035
overbearing | positive: 0.000022
painted | positive: 0.000022
museum | truthful: 0.000139
load | positive: 0.000022
shortly | negative: 0.000045
saks | positive: 0.000043
coming | negative: 0.000287
unresponsive | deceptive: 0.000036
renovating | deceptive: 0.000036
advantage | deceptive: 0.000163
bathrooms | positive: 0.000346
regret | positive: 0.000043
sold | positive: 0.000087
neighborhoodi | negative: 0.000015
fins | negative: 0.000030
luggage | positive: 0.000087
texas | positive: 0.000043
by | positive: 0.002704
guest | deceptive: 0.000762
johnny | positive: 0.000043
scenery | positive: 0.000065
caked | deceptive: 0.000018
attendant | positive: 0.000043
terrier | positive: 0.000022
pictured | negative: 0.000030
cold | deceptive: 0.000508
maintaining | truthful: 0.000017
flavor | truthful: 0.000017
reflected | truthful: 0.000017
strain | negative: 0.000030
loose | deceptive: 0.000018
slightest | truthful: 0.000035
breathed | deceptive: 0.000036
fail | deceptive: 0.000054
custom | positive: 0.000022
1050glass | positive: 0.000022
expenses | truthful: 0.000035
younger | positive: 0.000043
weight | truthful: 0.000035
astonishment | truthful: 0.000017
hallway | negative: 0.000332
agreed | deceptive: 0.000091
sunlight | truthful: 0.000035
televisions | positive: 0.000065
power | deceptive: 0.000018
childfriendly | positive: 0.000022
batteries | positive: 0.000022
corporations | positive: 0.000022
prefer | negative: 0.000121
burns | positive: 0.000022
flawed | positive: 0.000022
innovation | negative: 0.000015
turbo | truthful: 0.000035
cram | positive: 0.000022
horrible | deceptive: 0.000326
correctly | deceptive: 0.000018
arrange | negative: 0.000045
7 | positive: 0.000108
stari | truthful: 0.000035
compliments | deceptive: 0.000018
audio | deceptive: 0.000018
result | deceptive: 0.000054
looks | negative: 0.000241
warnings | truthful: 0.000035
writing | deceptive: 0.000073
bumping | positive: 0.000022
tours | positive: 0.000043
peculiar | positive: 0.000043
polyester | deceptive: 0.000036
fixtures | deceptive: 0.000091
45 | deceptive: 0.000073
noone | truthful: 0.000017
directed | positive: 0.000043
fend | deceptive: 0.000036
overview | negative: 0.000030
commitment | truthful: 0.000017
complained | negative: 0.000302
roll | truthful: 0.000174
hurry | truthful: 0.000035
strange | deceptive: 0.000054
honored | negative: 0.000075
televison | deceptive: 0.000018
inconstant | truthful: 0.000035
decadesbut | deceptive: 0.000018
slippers | positive: 0.000130
groud | negative: 0.000030
terrible | deceptive: 0.000453
shall | truthful: 0.000017
probaly | truthful: 0.000035
power | positive: 0.000043
basil | negative: 0.000015
lovely | negative: 0.000211
reconsider | positive: 0.000022
awhile | negative: 0.000045
expected | deceptive: 0.000689
continuously | positive: 0.000022
doing | truthful: 0.000209
exceedingly | truthful: 0.000017
bubbles | positive: 0.000022
stating | truthful: 0.000087
nytimes | negative: 0.000015
topped | negative: 0.000015
chillout | truthful: 0.000052
magical | positive: 0.000043
830 | deceptive: 0.000018
cheerful | positive: 0.000087
angie | negative: 0.000015
uncomfortably | truthful: 0.000052
lb | truthful: 0.000017
ledge | truthful: 0.000035
restaraunts | negative: 0.000030
know | negative: 0.000845
orbitz | truthful: 0.000035
problems | negative: 0.000558
diego | deceptive: 0.000018
ho | negative: 0.000045
hdflat | truthful: 0.000035
dined | positive: 0.000065
rented | positive: 0.000022
servers | negative: 0.000030
plate | deceptive: 0.000018
ipod | truthful: 0.000087
losing | negative: 0.000030
admittedly | positive: 0.000022
wellappointed | truthful: 0.000052
wellread | negative: 0.000030
confused | truthful: 0.000087
website | positive: 0.000303
1130 | negative: 0.000030
deluxe | deceptive: 0.000218
curtious | negative: 0.000015
privledges | truthful: 0.000035
changes | negative: 0.000075
leaked | truthful: 0.000105
solutions | negative: 0.000030
crust | deceptive: 0.000036
proved | positive: 0.000065
cleanly | positive: 0.000043
decorum | negative: 0.000015
harrison | negative: 0.000015
flavorless | truthful: 0.000035
hwshilton | positive: 0.000022
rainfall | negative: 0.000015
mark | deceptive: 0.000073
129 | positive: 0.000043
truck | negative: 0.000030
rectify | deceptive: 0.000036
couchand | truthful: 0.000035
brilliant | negative: 0.000015
upgraded | truthful: 0.000366
disturb | truthful: 0.000122
basics | truthful: 0.000035
overthetop | deceptive: 0.000018
lukewarm | truthful: 0.000035
gigantic | deceptive: 0.000018
upcharge | negative: 0.000075
lunch | negative: 0.000045
platinum | negative: 0.000030
dined | deceptive: 0.000054
sundecks | positive: 0.000065
mojitos | truthful: 0.000017
indicate | deceptive: 0.000036
info | deceptive: 0.000036
yougurt | positive: 0.000022
cacophony | truthful: 0.000035
future | negative: 0.000181
reception | positive: 0.000433
host | deceptive: 0.000073
temporary | truthful: 0.000035
